Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,First Response Time
7763,52,Female,Nikon D,2020-01-28,Technical issue,Battery life,Critical,Email,2023-06-01 01:26:55
7764,70,Male,GoPro Action Camera,2021-10-24,Refund request,Peripheral compatibility,Critical,Phone,2023-06-01 19:34:57
7765,53,Other,Amazon Kindle,2020-02-16,Product inquiry,Network problem,Medium,Email,2023-06-01 14:49:58
7766,19,Other,MacBook Pro,2020-11-17,Technical issue,Battery life,Medium,Email,2023-06-01 07:47:59
7767,52,Other,Google Pixel,2020-02-20,Refund request,Product compatibility,High,Social media,2023-06-01 00:50:00
7768,53,Other,Autodesk AutoCAD,2020-06-17,Cancellation request,Product compatibility,Critical,Phone,2023-06-01 23:18:02
7769,50,Other,Asus ROG,2021-07-21,Refund request,Payment issue,Medium,Phone,2023-06-01 17:44:03
7770,64,Female,Samsung Galaxy,2020-11-12,Billing inquiry,Account access,Medium,Chat,2023-06-01 12:29:05
7771,58,Male,iPhone,2021-10-28,Billing inquiry,Hardware issue,Medium,Phone,2023-06-01 11:26:07
7773,52,Male,Roomba Robot Vacuum,2021-07-02,Product inquiry,Software bug,High,Email,2023-06-01 16:40:10
7775,55,Female,LG Washing Machine,2021-07-13,Cancellation request,Product setup,Medium,Social media,2023-06-01 19:24:12
7778,41,Male,Microsoft Surface,2021-02-28,Refund request,Data loss,Low,Chat,2023-06-01 08:15:15
7779,58,Other,Fitbit Versa Smartwatch,2020-09-14,Cancellation request,Account access,High,Email,2023-06-01 21:55:16
7781,33,Female,Amazon Echo,2021-10-01,Cancellation request,Peripheral compatibility,Critical,Phone,2023-06-01 02:56:20
7783,25,Female,GoPro Action Camera,2021-07-28,Product inquiry,Payment issue,Critical,Social media,2023-06-01 18:18:23
7785,66,Male,LG OLED,2020-07-24,Cancellation request,Network problem,High,Social media,2023-06-01 17:26:26
7789,30,Male,Samsung Soundbar,2021-06-08,Technical issue,Product setup,Low,Email,2023-06-01 09:31:32
7790,61,Male,Fitbit Charge,2021-08-24,Refund request,Product setup,Critical,Social media,2023-06-01 05:01:33
7793,45,Female,Microsoft Office,2021-06-23,Technical issue,Hardware issue,Critical,Chat,2023-06-01 12:52:38
7795,28,Other,Amazon Echo,2021-12-14,Technical issue,Software bug,Critical,Email,2023-06-01 02:25:41
7797,67,Female,Sony PlayStation,2020-02-02,Billing inquiry,Account access,Low,Email,2023-06-01 09:20:44
7798,69,Female,Fitbit Versa Smartwatch,2021-11-21,Technical issue,Network problem,High,Phone,2023-06-01 11:28:45
7799,36,Other,GoPro Action Camera,2020-06-19,Product inquiry,Installation support,Medium,Social media,2023-06-01 15:40:47
7801,49,Other,Roomba Robot Vacuum,2021-07-15,Billing inquiry,Product compatibility,Critical,Social media,2023-06-01 14:52:50
7803,42,Female,Lenovo ThinkPad,2021-04-20,Refund request,Product recommendation,Low,Social media,2023-06-01 05:31:54
7804,65,Other,HP Pavilion,2020-06-14,Cancellation request,Refund request,Critical,Email,2023-06-01 20:44:55
7805,24,Other,Nest Thermostat,2020-12-10,Cancellation request,Account access,Medium,Social media,2023-06-01 20:31:57
7806,60,Male,Garmin Forerunner,2021-05-08,Cancellation request,Product setup,Low,Chat,2023-06-01 02:26:57
7808,70,Male,Nikon D,2020-03-12,Refund request,Product recommendation,High,Social media,2023-06-01 02:18:01
7809,23,Male,Dyson Vacuum Cleaner,2020-05-04,Technical issue,Software bug,Medium,Social media,2023-06-01 02:26:01
7810,22,Male,Bose SoundLink Speaker,2020-03-09,Cancellation request,Account access,Low,Social media,2023-06-01 01:06:03
7812,25,Male,Nest Thermostat,2021-01-18,Technical issue,Network problem,High,Chat,2023-06-01 11:24:07
7813,18,Female,Adobe Photoshop,2020-06-28,Technical issue,Product compatibility,High,Chat,2023-06-01 17:09:09
7815,47,Female,Roomba Robot Vacuum,2020-08-01,Billing inquiry,Installation support,Medium,Phone,2023-06-01 20:26:12
7816,31,Male,LG Washing Machine,2020-03-29,Cancellation request,Software bug,Critical,Chat,2023-06-01 04:44:13
7818,48,Other,LG OLED,2020-12-09,Product inquiry,Cancellation request,Critical,Phone,2023-06-01 09:35:16
7819,45,Male,Amazon Echo,2021-05-08,Product inquiry,Software bug,Critical,Email,2023-06-01 13:04:18
7820,26,Other,iPhone,2020-04-06,Technical issue,Payment issue,High,Chat,2023-06-01 16:29:20
7821,49,Other,Microsoft Surface,2020-07-05,Technical issue,Software bug,Low,Social media,2023-06-01 14:11:22
7823,29,Other,HP Pavilion,2021-10-14,Refund request,Account access,High,Social media,2023-06-01 05:10:24
7824,68,Other,Sony 4K HDR TV,2020-07-16,Technical issue,Product compatibility,High,Email,2023-06-01 22:57:26
7826,41,Other,Bose SoundLink Speaker,2020-07-14,Billing inquiry,Hardware issue,Medium,Chat,2023-06-01 14:28:29
7827,26,Other,Autodesk AutoCAD,2020-06-22,Billing inquiry,Product recommendation,Low,Email,2023-06-01 04:21:29
7829,70,Other,Lenovo ThinkPad,2021-11-16,Product inquiry,Battery life,Medium,Phone,2023-06-01 03:37:33
7830,43,Other,Sony Xperia,2021-05-18,Refund request,Installation support,High,Phone,2023-06-01 22:13:35
7831,65,Other,Microsoft Xbox Controller,2020-10-18,Billing inquiry,Payment issue,Medium,Email,2023-06-01 07:33:37
7832,31,Other,Microsoft Surface,2020-02-07,Technical issue,Installation support,High,Chat,2023-06-01 18:26:38
7833,45,Other,Microsoft Xbox Controller,2020-08-15,Billing inquiry,Software bug,Low,Email,2023-06-01 20:45:39
7834,29,Male,iPhone,2021-01-14,Cancellation request,Installation support,Low,Email,2023-06-01 02:40:41
7835,27,Male,Xbox,2020-08-31,Cancellation request,Refund request,Low,Social media,2023-06-01 07:46:42
7837,22,Female,Dyson Vacuum Cleaner,2021-04-25,Refund request,Delivery problem,High,Phone,2023-06-01 12:18:44
7838,49,Female,Nest Thermostat,2021-10-13,Technical issue,Network problem,Low,Social media,2023-06-01 04:17:45
7839,27,Male,Adobe Photoshop,2021-08-10,Billing inquiry,Account access,Medium,Email,2023-06-01 16:35:47
7842,66,Other,Canon EOS,2021-06-28,Technical issue,Installation support,Medium,Email,2023-06-01 09:05:51
7843,29,Other,iPhone,2021-01-11,Refund request,Display issue,Critical,Phone,2023-06-01 14:23:52
7844,56,Male,Microsoft Office,2021-12-12,Technical issue,Network problem,High,Social media,2023-06-01 21:23:54
7845,63,Male,LG Smart TV,2020-10-21,Technical issue,Product setup,Critical,Chat,2023-06-01 18:51:54
7846,58,Other,Amazon Echo,2020-05-25,Technical issue,Network problem,Low,Phone,2023-06-01 13:35:56
7847,42,Male,Roomba Robot Vacuum,2021-12-03,Product inquiry,Product setup,Critical,Email,2023-06-01 14:15:58
7851,63,Male,Lenovo ThinkPad,2020-09-25,Cancellation request,Refund request,Medium,Chat,2023-06-01 18:16:05
7853,20,Male,LG Washing Machine,2020-08-06,Refund request,Software bug,Critical,Email,2023-06-01 22:15:08
7858,33,Other,Sony 4K HDR TV,2021-05-19,Cancellation request,Delivery problem,Medium,Chat,2023-06-01 07:23:15
7860,68,Male,Fitbit Versa Smartwatch,2021-07-01,Refund request,Data loss,Low,Chat,2023-06-01 18:57:16
7861,25,Male,iPhone,2020-08-19,Refund request,Hardware issue,Critical,Phone,2023-06-01 04:14:18
7862,69,Male,GoPro Action Camera,2021-08-27,Billing inquiry,Network problem,Medium,Phone,2023-06-01 10:39:19
7863,30,Female,Xbox,2021-08-14,Billing inquiry,Software bug,High,Phone,2023-06-01 09:10:21
7864,39,Male,Sony 4K HDR TV,2020-11-10,Technical issue,Hardware issue,Critical,Social media,2023-06-01 06:56:22
7869,69,Female,Sony PlayStation,2020-12-20,Billing inquiry,Battery life,Low,Chat,2023-06-01 01:27:27
7870,48,Male,Samsung Soundbar,2020-07-18,Technical issue,Product setup,Low,Social media,2023-06-01 15:08:28
7872,28,Male,Roomba Robot Vacuum,2020-04-25,Billing inquiry,Network problem,Critical,Phone,2023-06-01 17:04:30
7875,59,Male,Amazon Kindle,2021-03-13,Billing inquiry,Product compatibility,Critical,Social media,2023-06-01 08:01:36
7877,33,Male,Amazon Kindle,2021-12-25,Refund request,Software bug,Low,Phone,2023-06-02 00:02:39
7878,39,Other,Bose SoundLink Speaker,2021-07-01,Cancellation request,Cancellation request,High,Chat,2023-06-01 06:27:41
7880,63,Other,Apple AirPods,2020-11-11,Technical issue,Data loss,Medium,Social media,2023-06-01 06:07:43
7881,59,Female,Canon EOS,2020-08-18,Refund request,Account access,High,Email,2023-06-01 16:30:44
7882,54,Male,Bose SoundLink Speaker,2020-08-27,Technical issue,Software bug,Low,Social media,2023-06-01 05:22:46
7883,19,Female,Amazon Kindle,2020-04-21,Refund request,Hardware issue,Low,Social media,2023-06-01 20:16:48
7884,43,Male,Sony 4K HDR TV,2020-04-18,Technical issue,Refund request,Low,Phone,2023-06-01 15:41:50
7885,37,Male,Microsoft Office,2021-11-05,Cancellation request,Product recommendation,Medium,Phone,2023-06-01 18:34:52
7886,35,Other,Sony PlayStation,2021-09-12,Refund request,Software bug,High,Chat,2023-06-01 19:41:53
7887,33,Male,LG OLED,2020-06-09,Refund request,Product compatibility,Low,Email,2023-06-01 19:50:55
7888,65,Female,Google Nest,2020-08-21,Technical issue,Delivery problem,Medium,Chat,2023-06-01 19:06:57
7889,61,Other,Sony Xperia,2020-11-10,Technical issue,Payment issue,Medium,Phone,2023-06-01 09:30:57
7890,22,Male,Roomba Robot Vacuum,2020-07-22,Cancellation request,Payment issue,Medium,Social media,2023-06-01 19:54:59
7892,53,Male,Apple AirPods,2021-06-19,Refund request,Payment issue,Critical,Email,2023-06-01 23:50:03
7894,55,Male,Google Nest,2020-03-20,Product inquiry,Network problem,High,Social media,2023-06-01 05:27:05
7895,18,Other,Nintendo Switch Pro Controller,2021-03-27,Product inquiry,Cancellation request,Critical,Phone,2023-06-01 11:48:06
7896,34,Other,Nintendo Switch,2020-12-03,Refund request,Account access,Medium,Phone,2023-06-01 22:17:07
7897,39,Male,Samsung Soundbar,2021-10-11,Cancellation request,Cancellation request,Critical,Phone,2023-06-01 21:12:07
7898,20,Other,Canon DSLR Camera,2021-03-26,Billing inquiry,Product setup,Low,Phone,2023-06-01 20:42:08
7900,36,Other,Apple AirPods,2020-08-04,Product inquiry,Hardware issue,Critical,Phone,2023-06-01 12:45:10
7904,23,Female,Fitbit Charge,2020-02-09,Refund request,Data loss,Medium,Email,2023-06-01 14:43:15
7905,48,Other,Roomba Robot Vacuum,2021-12-19,Technical issue,Software bug,Medium,Chat,2023-06-01 17:56:17
7907,51,Male,Amazon Kindle,2021-08-02,Refund request,Product setup,Critical,Chat,2023-06-01 09:26:20
7908,41,Female,Xbox,2021-05-21,Refund request,Data loss,Critical,Phone,2023-06-01 16:16:21
7909,51,Male,Sony 4K HDR TV,2020-12-31,Technical issue,Installation support,Medium,Email,2023-06-01 18:55:23
7910,54,Female,LG OLED,2020-01-25,Refund request,Cancellation request,Medium,Social media,2023-06-01 22:57:25
7911,61,Other,Sony 4K HDR TV,2021-10-18,Technical issue,Refund request,Low,Chat,2023-06-01 06:57:26
7913,22,Male,Nintendo Switch,2020-02-27,Product inquiry,Installation support,Critical,Social media,2023-06-01 16:50:28
7916,38,Male,Sony PlayStation,2021-03-21,Product inquiry,Hardware issue,Medium,Social media,2023-06-01 19:55:34
7917,37,Female,Sony Xperia,2020-10-09,Cancellation request,Display issue,Critical,Phone,2023-06-01 03:23:34
7919,52,Male,Lenovo ThinkPad,2020-09-26,Product inquiry,Account access,Medium,Email,2023-06-01 14:20:37
7920,60,Other,Autodesk AutoCAD,2021-09-13,Technical issue,Software bug,Low,Email,2023-06-01 11:09:39
7921,21,Other,MacBook Pro,2021-01-07,Technical issue,Product recommendation,Critical,Chat,2023-06-01 20:37:39
7923,25,Other,PlayStation,2021-04-19,Cancellation request,Delivery problem,Low,Email,2023-06-01 00:50:42
7924,31,Female,Samsung Soundbar,2020-12-31,Cancellation request,Data loss,High,Email,2023-06-01 02:15:43
7925,42,Male,Fitbit Versa Smartwatch,2020-05-04,Cancellation request,Display issue,High,Email,2023-06-01 08:45:45
7926,67,Other,Canon EOS,2020-09-28,Cancellation request,Payment issue,Low,Email,2023-06-01 20:04:47
7928,34,Female,Bose SoundLink Speaker,2020-11-14,Technical issue,Product compatibility,Medium,Chat,2023-06-01 22:55:50
7930,62,Male,LG Washing Machine,2021-09-07,Technical issue,Product setup,Low,Phone,2023-06-01 18:07:51
7932,68,Other,Google Nest,2021-04-21,Technical issue,Product recommendation,Medium,Email,2023-06-01 19:55:54
7933,47,Other,LG OLED,2020-05-11,Product inquiry,Software bug,Critical,Chat,2023-06-01 19:32:55
7934,40,Male,Amazon Kindle,2021-04-21,Cancellation request,Hardware issue,Medium,Social media,2023-06-01 04:41:57
7935,33,Other,Google Pixel,2021-07-22,Cancellation request,Hardware issue,Critical,Email,2023-06-01 19:10:58
7938,36,Other,Asus ROG,2020-11-10,Technical issue,Network problem,Low,Social media,2023-06-01 23:24:03
7939,69,Female,Bose QuietComfort,2021-10-28,Refund request,Network problem,Critical,Phone,2023-06-01 21:11:04
7940,60,Male,iPhone,2021-01-20,Technical issue,Software bug,Low,Social media,2023-06-01 21:08:06
7941,58,Female,Microsoft Surface,2020-06-18,Product inquiry,Product setup,Critical,Email,2023-06-01 03:44:07
7942,51,Other,Apple AirPods,2020-07-14,Cancellation request,Delivery problem,Critical,Chat,2023-06-01 07:46:09
7945,22,Female,Amazon Echo,2020-09-19,Billing inquiry,Software bug,Critical,Social media,2023-06-01 06:41:12
7947,70,Male,Microsoft Surface,2021-09-01,Refund request,Account access,High,Social media,2023-06-01 02:07:14
7948,53,Female,Sony PlayStation,2020-07-18,Refund request,Data loss,Medium,Email,2023-06-01 19:33:16
7949,24,Male,Microsoft Surface,2020-12-08,Cancellation request,Refund request,Medium,Phone,2023-06-01 10:13:16
7953,63,Male,Samsung Soundbar,2021-07-22,Billing inquiry,Data loss,Medium,Phone,2023-06-01 10:13:22
7954,42,Female,Bose SoundLink Speaker,2020-01-24,Refund request,Account access,Critical,Phone,2023-06-01 09:53:23
7955,45,Male,Nintendo Switch,2020-12-17,Cancellation request,Product compatibility,High,Chat,2023-06-01 16:50:24
7956,66,Other,Microsoft Office,2020-08-28,Refund request,Refund request,Medium,Phone,2023-06-01 08:30:26
7957,53,Female,Sony Xperia,2020-07-03,Billing inquiry,Network problem,Low,Chat,2023-06-01 16:09:27
7958,53,Male,Nikon D,2021-04-20,Technical issue,Refund request,Medium,Social media,2023-06-01 06:38:28
7961,22,Male,Roomba Robot Vacuum,2020-10-01,Technical issue,Data loss,High,Phone,2023-06-01 12:27:32
7963,28,Male,Sony 4K HDR TV,2021-02-09,Product inquiry,Network problem,Critical,Phone,2023-06-01 16:15:36
7964,65,Male,Sony 4K HDR TV,2021-04-06,Billing inquiry,Payment issue,Low,Chat,2023-06-01 09:17:37
7965,65,Male,Canon DSLR Camera,2020-05-11,Refund request,Software bug,Low,Chat,2023-06-01 05:39:38
7966,68,Female,Autodesk AutoCAD,2021-05-14,Product inquiry,Data loss,Low,Social media,2023-06-01 05:24:40
7967,31,Male,LG Smart TV,2021-06-20,Refund request,Data loss,High,Social media,2023-06-01 04:54:42
7968,33,Other,Lenovo ThinkPad,2020-12-07,Refund request,Display issue,High,Phone,2023-06-01 06:45:43
7969,59,Other,Samsung Galaxy,2020-10-29,Refund request,Hardware issue,Critical,Phone,2023-06-01 15:52:44
7970,27,Other,Canon EOS,2020-03-04,Technical issue,Product compatibility,High,Email,2023-06-01 09:00:46
7972,20,Female,Microsoft Xbox Controller,2021-05-04,Cancellation request,Account access,Medium,Phone,2023-06-01 14:30:48
7975,33,Female,Microsoft Office,2021-05-14,Product inquiry,Account access,Critical,Phone,2023-06-02 00:41:53
7976,64,Female,Bose QuietComfort,2021-10-25,Technical issue,Account access,Medium,Social media,2023-06-01 22:18:54
7978,41,Other,Roomba Robot Vacuum,2021-11-14,Refund request,Battery life,Critical,Phone,2023-06-01 19:29:57
7979,22,Male,Canon DSLR Camera,2020-01-20,Refund request,Display issue,Medium,Chat,2023-06-01 10:03:59
7980,29,Other,iPhone,2021-02-19,Billing inquiry,Product setup,High,Social media,2023-06-01 07:40:01
7983,32,Female,Adobe Photoshop,2021-07-21,Billing inquiry,Payment issue,Critical,Phone,2023-06-01 10:44:05
7984,23,Male,LG OLED,2021-11-29,Cancellation request,Account access,Medium,Email,2023-06-01 02:16:07
7986,35,Male,Bose SoundLink Speaker,2021-05-12,Cancellation request,Refund request,Low,Email,2023-06-01 02:39:09
7987,60,Other,Bose QuietComfort,2021-12-17,Billing inquiry,Payment issue,High,Social media,2023-06-01 05:20:11
7989,62,Female,Fitbit Charge,2021-09-29,Technical issue,Display issue,Low,Chat,2023-06-01 23:03:13
7990,40,Male,Philips Hue Lights,2021-05-31,Technical issue,Product compatibility,High,Email,2023-06-01 05:35:14
7991,29,Male,Microsoft Office,2021-04-18,Product inquiry,Product recommendation,High,Phone,2023-06-01 01:37:16
7993,49,Other,GoPro Hero,2020-06-07,Technical issue,Data loss,Medium,Social media,2023-06-01 01:52:19
7994,33,Female,Microsoft Xbox Controller,2021-10-24,Product inquiry,Account access,Medium,Phone,2023-06-01 03:33:20
7998,25,Other,Microsoft Xbox Controller,2021-05-03,Technical issue,Display issue,Low,Chat,2023-06-01 18:30:25
8002,37,Female,Asus ROG,2021-07-11,Product inquiry,Product setup,High,Chat,2023-06-01 08:53:32
8003,38,Female,Sony Xperia,2020-06-06,Cancellation request,Peripheral compatibility,Critical,Email,2023-06-01 18:23:33
8004,29,Female,PlayStation,2020-04-23,Technical issue,Display issue,Medium,Email,2023-06-01 13:28:33
8005,19,Male,MacBook Pro,2021-12-23,Refund request,Account access,Low,Chat,2023-06-01 15:20:35
8007,42,Other,Nikon D,2021-07-25,Refund request,Peripheral compatibility,Medium,Phone,2023-06-01 11:41:38
8008,46,Other,Sony 4K HDR TV,2020-06-16,Billing inquiry,Battery life,Low,Email,2023-06-01 12:03:40
8010,67,Male,Samsung Soundbar,2020-01-31,Product inquiry,Display issue,Critical,Social media,2023-06-01 23:11:41
8011,57,Female,Microsoft Xbox Controller,2021-01-01,Cancellation request,Payment issue,Medium,Phone,2023-06-01 14:30:43
8012,64,Other,PlayStation,2021-06-08,Technical issue,Account access,Medium,Chat,2023-06-01 04:36:44
8013,49,Male,Google Nest,2020-03-15,Cancellation request,Payment issue,Medium,Chat,2023-06-01 07:19:46
8015,21,Female,LG Washing Machine,2021-09-21,Cancellation request,Product recommendation,Medium,Social media,2023-06-01 05:59:49
8016,18,Other,Apple AirPods,2020-10-05,Technical issue,Data loss,High,Email,2023-06-01 18:34:51
8017,57,Male,Nest Thermostat,2020-06-05,Cancellation request,Product recommendation,High,Social media,2023-06-01 02:49:53
8018,67,Male,Nintendo Switch Pro Controller,2021-11-15,Refund request,Refund request,Low,Email,2023-06-01 16:44:53
8020,24,Male,Canon DSLR Camera,2021-01-15,Refund request,Product compatibility,Low,Email,2023-06-01 15:23:56
8021,43,Female,HP Pavilion,2021-04-21,Technical issue,Network problem,Low,Email,2023-06-01 23:43:58
8022,56,Other,Fitbit Versa Smartwatch,2020-09-02,Technical issue,Hardware issue,Low,Phone,2023-06-01 03:10:00
8024,63,Other,Canon EOS,2021-01-09,Technical issue,Battery life,Medium,Chat,2023-06-01 17:24:04
8025,24,Other,Sony PlayStation,2020-11-25,Product inquiry,Software bug,Medium,Phone,2023-06-01 21:45:06
8026,46,Male,Canon EOS,2021-11-01,Refund request,Installation support,High,Phone,2023-06-01 11:46:07
8027,39,Female,Roomba Robot Vacuum,2020-03-27,Technical issue,Delivery problem,High,Social media,2023-06-01 17:23:09
8028,35,Other,HP Pavilion,2021-12-20,Billing inquiry,Product recommendation,Medium,Chat,2023-06-01 22:58:11
8029,27,Other,Samsung Galaxy,2020-03-05,Technical issue,Display issue,Medium,Email,2023-06-01 06:46:13
8030,37,Female,Nikon D,2021-03-14,Technical issue,Refund request,Low,Phone,2023-06-01 05:28:15
8031,38,Male,Nintendo Switch,2020-06-15,Billing inquiry,Cancellation request,Low,Chat,2023-06-01 23:14:17
8032,51,Female,Microsoft Surface,2020-05-18,Product inquiry,Battery life,Low,Phone,2023-06-01 12:25:17
8033,24,Male,Google Pixel,2020-10-01,Technical issue,Cancellation request,Medium,Chat,2023-06-01 01:35:19
8035,27,Female,Nikon D,2020-05-05,Product inquiry,Peripheral compatibility,Medium,Phone,2023-06-01 15:32:22
8036,56,Female,Asus ROG,2021-06-18,Billing inquiry,Battery life,High,Social media,2023-06-01 07:55:24
8037,29,Female,GoPro Action Camera,2021-12-21,Billing inquiry,Battery life,Critical,Email,2023-06-01 05:09:25
8038,62,Male,Google Nest,2020-08-28,Billing inquiry,Delivery problem,Critical,Social media,2023-06-01 09:52:27
8039,44,Male,Canon EOS,2020-05-20,Cancellation request,Hardware issue,Low,Social media,2023-06-01 21:37:29
8040,49,Male,Microsoft Office,2020-09-30,Product inquiry,Delivery problem,Low,Chat,2023-06-01 15:34:30
8041,69,Other,Adobe Photoshop,2021-02-27,Product inquiry,Software bug,High,Social media,2023-06-01 20:41:30
8044,40,Female,Canon DSLR Camera,2021-10-16,Product inquiry,Refund request,High,Email,2023-06-01 05:45:36
8045,63,Female,Dyson Vacuum Cleaner,2020-03-07,Refund request,Account access,Critical,Chat,2023-06-01 01:34:37
8048,39,Female,Samsung Galaxy,2020-07-14,Product inquiry,Product recommendation,Critical,Phone,2023-06-01 21:43:42
8049,21,Male,Sony Xperia,2021-01-26,Refund request,Hardware issue,Critical,Social media,2023-06-01 13:49:44
8051,60,Female,PlayStation,2020-01-21,Billing inquiry,Display issue,Low,Social media,2023-06-01 19:59:47
8052,52,Female,iPhone,2021-07-14,Refund request,Product recommendation,Medium,Phone,2023-06-01 22:12:48
8053,65,Other,Canon EOS,2020-04-19,Cancellation request,Product recommendation,Critical,Email,2023-06-01 11:05:49
8054,25,Male,Samsung Soundbar,2021-03-03,Cancellation request,Software bug,High,Email,2023-06-01 08:36:51
8056,58,Other,Nest Thermostat,2020-01-17,Billing inquiry,Display issue,Low,Social media,2023-06-01 14:31:55
8057,26,Female,Autodesk AutoCAD,2020-03-31,Product inquiry,Delivery problem,High,Chat,2023-06-01 21:24:56
8060,45,Other,Google Nest,2021-05-05,Refund request,Peripheral compatibility,High,Chat,2023-06-01 04:38:01
8061,31,Female,Autodesk AutoCAD,2021-03-15,Product inquiry,Refund request,Critical,Social media,2023-06-01 21:22:02
8062,24,Other,Lenovo ThinkPad,2021-09-11,Technical issue,Cancellation request,Medium,Phone,2023-06-01 17:25:03
8064,63,Male,MacBook Pro,2020-08-10,Product inquiry,Network problem,High,Phone,2023-06-01 14:54:05
8065,44,Other,Google Nest,2021-05-16,Billing inquiry,Software bug,High,Chat,2023-06-01 21:28:07
8066,35,Other,Asus ROG,2020-04-11,Refund request,Payment issue,Low,Phone,2023-06-01 10:06:08
8067,57,Other,HP Pavilion,2021-02-21,Billing inquiry,Display issue,Low,Phone,2023-06-01 08:48:10
8068,51,Male,Amazon Kindle,2020-09-23,Product inquiry,Hardware issue,High,Email,2023-06-01 06:53:12
8069,42,Male,Asus ROG,2021-01-11,Cancellation request,Product recommendation,High,Social media,2023-06-01 19:27:12
8071,61,Male,Microsoft Surface,2021-09-11,Billing inquiry,Data loss,Low,Chat,2023-06-01 10:59:15
8072,25,Other,Bose SoundLink Speaker,2020-05-29,Cancellation request,Data loss,Low,Social media,2023-06-01 21:49:17
8074,55,Male,LG OLED,2021-08-26,Billing inquiry,Display issue,Critical,Chat,2023-06-01 18:38:20
8076,58,Male,Amazon Kindle,2020-07-14,Technical issue,Product setup,High,Email,2023-06-02 00:28:24
8077,70,Female,Nintendo Switch,2020-06-29,Billing inquiry,Installation support,Low,Email,2023-06-01 00:52:26
8078,65,Female,Microsoft Surface,2021-07-11,Technical issue,Delivery problem,Medium,Phone,2023-06-01 17:01:28
8080,38,Other,LG Smart TV,2020-09-09,Billing inquiry,Delivery problem,Low,Chat,2023-06-01 06:36:30
8081,48,Other,Microsoft Office,2020-09-06,Product inquiry,Installation support,Low,Phone,2023-06-01 12:54:32
8083,29,Male,MacBook Pro,2021-05-12,Refund request,Software bug,Critical,Phone,2023-06-01 12:20:34
8084,48,Female,Google Pixel,2020-12-09,Technical issue,Battery life,Medium,Social media,2023-06-01 14:35:36
8085,63,Female,Samsung Galaxy,2021-12-04,Technical issue,Display issue,Medium,Social media,2023-06-01 06:14:38
8086,68,Female,Microsoft Surface,2020-10-19,Billing inquiry,Hardware issue,Medium,Email,2023-06-01 03:20:40
8088,48,Other,LG Smart TV,2021-05-17,Cancellation request,Refund request,Low,Phone,2023-06-01 06:58:43
8089,55,Male,Microsoft Office,2021-10-25,Billing inquiry,Product setup,Low,Chat,2023-06-01 05:10:45
8090,55,Male,Bose SoundLink Speaker,2020-11-07,Refund request,Hardware issue,Low,Chat,2023-06-01 15:16:45
8091,57,Female,Xbox,2020-06-20,Technical issue,Delivery problem,High,Social media,2023-06-01 15:59:47
8092,67,Female,Bose QuietComfort,2021-09-18,Refund request,Software bug,Critical,Social media,2023-06-02 00:27:48
8093,26,Other,PlayStation,2021-02-28,Technical issue,Display issue,Low,Social media,2023-06-01 15:09:50
8095,53,Other,Xbox,2020-10-18,Technical issue,Product setup,High,Email,2023-06-01 15:25:53
8096,60,Male,Dyson Vacuum Cleaner,2020-05-01,Billing inquiry,Delivery problem,Medium,Phone,2023-06-01 09:46:55
8097,70,Male,Nest Thermostat,2020-06-13,Technical issue,Software bug,High,Email,2023-06-01 22:37:57
8098,67,Female,Canon EOS,2020-12-02,Technical issue,Product setup,High,Email,2023-06-01 15:48:59
8099,28,Female,Roomba Robot Vacuum,2020-05-20,Refund request,Hardware issue,Low,Phone,2023-06-01 15:42:00
8100,56,Female,Autodesk AutoCAD,2020-11-11,Product inquiry,Data loss,Critical,Email,2023-06-01 16:27:02
8102,29,Male,LG OLED,2020-02-08,Cancellation request,Hardware issue,Low,Phone,2023-06-01 10:21:05
8104,33,Other,LG OLED,2021-01-17,Technical issue,Product setup,Critical,Email,2023-06-01 19:55:08
8106,25,Male,Canon DSLR Camera,2020-09-04,Refund request,Network problem,Low,Chat,2023-06-01 19:33:12
8107,18,Other,Nest Thermostat,2021-05-31,Product inquiry,Software bug,Low,Social media,2023-06-01 02:37:14
8108,64,Male,Nest Thermostat,2021-08-08,Technical issue,Installation support,High,Chat,2023-06-01 17:29:15
8109,30,Male,Nest Thermostat,2021-05-09,Refund request,Account access,Critical,Social media,2023-06-01 16:59:16
8110,48,Male,Adobe Photoshop,2021-08-12,Billing inquiry,Network problem,High,Social media,2023-06-01 23:51:17
8111,34,Other,Sony 4K HDR TV,2021-03-18,Refund request,Battery life,Critical,Phone,2023-06-01 04:25:17
8113,61,Female,Nest Thermostat,2020-07-18,Refund request,Data loss,Low,Email,2023-06-01 16:45:20
8114,50,Other,Canon EOS,2020-09-26,Billing inquiry,Peripheral compatibility,Critical,Chat,2023-06-01 23:50:22
8115,68,Female,Nintendo Switch Pro Controller,2021-11-26,Product inquiry,Display issue,Low,Phone,2023-06-01 01:11:24
8116,60,Male,Microsoft Office,2020-07-14,Cancellation request,Product compatibility,Critical,Email,2023-06-01 17:05:25
8118,66,Other,Microsoft Surface,2021-12-22,Product inquiry,Account access,High,Phone,2023-06-02 00:15:27
8119,39,Female,Adobe Photoshop,2021-12-24,Product inquiry,Refund request,Critical,Chat,2023-06-01 05:10:29
8121,46,Male,PlayStation,2021-03-14,Technical issue,Account access,Medium,Email,2023-06-01 05:14:31
